Genes	c1	c2	c3	p1	p2	p3	p4
Mtdh	7.451072166	9.28769494	9.417897501	21.99959145	7.2206987	11.03015831	5.18271519
Enam	0	0	0	0	0	0	0
Nadk2	9.931932603	13.17515234	5.011152019	47.81159538	9.568548843	7.459164922	5.810728882
Smr3a	0	0	0	0	0	0.103247075	0
Cdc7	14.14642376	5.694374308	12.99012553	0	9.712257794	9.617338293	9.046896906
Amtn	0	0	0	0	0	0	0
Ambn	0	0	0	0	0	0	0
Atp6ap2	137.3075925	123.7935055	122.3851676	29.40946853	195.5053785	172.7407914	161.2443051
Gm128	0	0	0	0	0.697138066	0	0
Ppp1r8	4.574654275	12.18383133	5.423311692	0	8.394783484	3.291684283	3.705828952
Sema3a	0.007907565	0	0.230240402	0	0.388610601	1.014897068	0.129562769
Rpa2	15.53020807	9.012531202	19.236423	0	13.68176559	14.42576657	21.42058692
Smpdl3b	1.446377969	0	3.511024196	0	0	0	0
Eya3	0.832562868	0.586755644	0.382930755	0.033741479	0.351090251	0.454188185	0.592590063
Yrdc	17.15807428	14.67082405	11.22939582	0	9.80200967	15.05029023	9.612693187
Zyg11b	2.207449507	4.022482579	5.064912257	0.116481243	1.872165601	2.84191137	2.364812479
Ly6d	0	0	0	0	1.690827285	0	0.253679595
Sp8	0	0	0	0	0	0	0
Gm36935	2.838768857	7.503077942	0	0	0.861803292	5.123806518	2.262104632
Gm36936	0.05028164	0	2.013022101	0	0	0.388762682	0.137313655
Gm36937	1.288143755	0	0	0	0	0.498185187	0
Gm36938	0	0	0	0	0	0	0
A430110C17Rik	0	0	2.024821409	0	0	0.1720622	0
4933424G06Rik	0	0	0.745422392	0	0	0.180966507	0
Gm36939	0	6.654024264	2.005339054	0	9.169284176	3.89492699	13.97206616
Sh2d1b1	0	0	0	0	0	0	0
Gm36940	0	0	0	0	0	0	3.429768771
Rimbp2	0.844020589	0.235759838	0.149914409	0	0.562288288	0.469737731	0.203870531
Piwil1	0	0	0	0	0	0	0
Rsrc2	9.217868236	7.134273524	7.275282918	9.277286334	10.77304854	6.41767972	7.80569233
Zcchc8	4.302957082	2.467840926	7.650245152	0	6.594695729	4.685140914	5.033264909
Scarb2	7.902577973	12.40459252	20.88995893	0	10.16660185	13.84499496	10.20618852
Stx2	5.809483693	4.628985611	12.09231159	0	4.168365706	2.910857856	2.59394607
3110001I22Rik	4.974493838	4.240877833	7.595829203	0	3.944781251	5.895865928	8.93234812
Gdpd4	0	0	0	0	0	0	0
Kcnh8	4.800689996	2.546586532	4.017668945	0	4.887925838	2.894848273	10.27739507
Tsen34	11.74373998	18.47963637	9.60142936	20.8289812	15.77014614	13.31965718	18.15954066
Alox5	0	0	0.984826071	39.58098791	4.72126109	0.83683392	0.293024909
8-Mar	2.006582449	0.937523315	6.41160139	0	4.097687572	2.720923641	2.524616883
Hrh2	0	0	0	22.89345395	0	0	0
Parm1	5.206971477	0	11.73814763	0	11.16946311	10.22729114	4.561851451
Rad17	10.09573049	15.72885701	3.914351274	0	13.87300806	8.966099831	10.85391416
Marveld2	0	0.163189953	3.001733133	0	0	0.515874438	0.202453869
Cd59a	3.412351634	16.2603088	9.001176829	0	5.154595778	9.62818753	4.714282484
Ocln	0	1.239667366	3.976043905	0	0.865246925	2.092170153	0.524246236
Gtf2h2	13.5232004	10.96348372	5.973783109	107.8602332	10.754835	9.825883119	10.54904879
Prorsd1	2.995628141	7.75703708	2.644285304	0.873918804	5.12425335	3.089538332	5.33205507
Traip	0.336825888	1.294821211	1.574908595	0.53063866	1.254572793	1.906704027	2.363309274
Nlrc5	0	0	0	0	0	0.397188235	0.617560295
Rbm6	3.671481503	1.930195841	5.889234929	0	1.55008879	4.786679393	3.756407176
Mon1a	6.75473022	4.139513441	4.27747551	0	4.040587921	5.224869137	4.903233357
Klk5	0	0	0	0	0	0	0
9830147E19Rik	2.994214389	0.592142822	1.705856165	0	0.741802254	0.425393231	3.1302051
Bsn	0.589233922	0.410438739	0.817047778	0	0.336866517	0.196089804	0.692587078
Gm13609	0	0	0	0	0	0.362854746	0
Foxn4	0	0	0	0	0	0	0
Prlhr	0	0	0	0	0	0	0
Kcng3	0	0	0	0	0	0	0
Gm11508	4.396112434	2.766348201	4.287625075	0	1.71518722	2.914613768	4.074909695
Polr3e	3.393671511	2.960909211	6.20826213	0	6.833350794	1.262055518	1.827576687
Gm12130	0	0	0	0	0	0	0
Gm13556	0	0	0	0	0	0.075680398	0
Nr5a1	0	0	0	0	0	0	0
Gm13832	0	0	0	0	0	0	0
Gm14341	0	0	0	0	0	0	0
Gm15866	0	0	0	0	0	0	0
Gm11946	0.059459186	0.392883267	0.622475783	0	0	0.528943274	0.284284292
Tesk2	1.9592935	3.953168595	2.915053559	0	3.759598193	4.285880349	3.52538322
Dnah17	0.214846671	0.189272117	0.309137167	0	0.176688234	0.26804831	0.246149468
Gria2	35.70121756	12.55582011	34.71909561	0	30.63651206	36.53306558	44.38117211
Coil	4.877463064	5.407519266	10.02772824	0	6.766984843	9.983782664	5.008334764
Gm12953	7.358748274	8.751762632	2.344619107	0	1.004903298	2.846094841	3.015655392
Pdzd9	2.651204496	2.071162471	0.637512292	0	2.823766203	0.580380965	1.742457618
Mrpl49	52.39235438	40.50043668	21.10767056	0	46.02185023	40.02970261	39.56541351
Gm15856	0	0	0	0	0	0	0
Rsbn1	3.108639656	1.798038139	4.821166799	42.12302311	3.67850057	1.667820849	1.694281264
Pabpc1l2a-ps	0.538609816	0.949030751	0	0	0	0.833222009	0.367909589
Gm13499	0	0	0	0	0	0	0
Gm4473	0	0	0.765761939	0	0	0.325299004	0.143564225
Olfr1343-ps1	0	0	0	0	0	0	0
C130050O18Rik	0	0	0	0	0	0	0
Acss2os	0	0	0	0	0	0	0
Gm15731	0	0	0	0	0	0	0
Wipf1	3.159338154	7.916415328	4.870155423	7.97748687	5.970107165	3.481261682	5.272479641
Gm1968	0	0	0	0	0	0	0
Carns1	0	0	0	0	0	0	0
Scyl1	10.16432343	23.30878073	21.51006192	0	26.42752087	31.89483828	21.1131704
Dhx33	0.510064225	0.807147683	1.951849074	0	0.430000697	0.489524628	1.664470538
Smc5	11.16386161	10.30209265	9.833297564	0	6.67382448	9.083025185	13.86656685
Capn1	0	0.763092124	0.275969857	0	0.236577548	1.675091869	0.02956793
Arl2	14.6928304	19.64713548	33.22996097	1.485504787	17.17683113	14.59290272	21.33993867
Men1	3.816753139	1.839990692	4.696690855	0	5.7276522	8.501133007	4.016440535
Zfp382	1.598490466	2.534737268	5.286876037	0	3.589898575	3.338383432	6.841757264
Sf1	5.716091534	6.532396468	2.66375961	11.43086392	5.080242335	6.968903839	4.255135928
Map4k2	0.279427319	0.07521774	1.420207412	0.029883956	0.692575906	0.144093265	0.397608154
Mlst8	2.704460461	16.29748297	7.100164114	0	1.927067607	3.486552724	5.273744328
Gucy1b2	0	0	0.750195858	0	0	1.14741729	1.913747796
Uqcr10	80.11930663	175.4935801	91.14282994	0.399050574	102.4841747	82.49753482	101.3027282
Rnaseh2b	8.307249098	8.163369961	5.053827966	0	8.251168068	5.620588419	9.619136414
Gm15123	0	0	0	0	0	0	0
Gm14167	0	2.529764687	6.099660033	0	0	0	0.435883646
Kctd14	0	0.64608882	0	0	0.231145818	0.185467033	0.221563445
Kcnf1	0	0.076251872	0.183826236	0	0.210133418	0	0
Gm16156	0	0	7.761287175	0	1.411401035	7.19455853	3.176377559
Gm13112	0	0	0	0	0	0	0
Rab11fip4os1	0	0	0	0	0	0	0
Gm16323	0.49695474	1.31356193	0	0	0	0	0.339456149
Tmem145	7.25139654	3.872428453	12.12130178	0	7.128058193	7.76831082	5.30339151
Gm17567	2.094306504	0	0	0	0	0	0
Gm15788	0.506479399	0.803070461	0.645413376	0	0	0.47013616	0
Gm5087	0	0	0	0	0	0	0
4930563D23Rik	0	0	0	0	0	0	0
Olfr1273-ps	0	0	0	0	0	0	0
Pcyt1a	4.414419391	4.937183283	4.490205715	0	3.355182396	4.253418501	3.152716131
Eif4g2	57.23593522	104.1943015	32.14386425	35.6602704	53.25497709	47.33007042	46.74114739
Mrvi1	0.187743578	0	0.042726707	0.180745267	0.102569783	0	0
Gad1-ps	0.084291286	0.22280062	0.153479437	0	0.153536645	0.097798099	0.086351225
Wbscr28	0	0	0	0	0.407524796	0	0
Rundc3b	4.097885833	3.639362439	0.181962325	0	0.42464705	1.855481489	5.870800715
Mblac2	10.28824388	12.6386106	12.3792778	0.137061174	7.649340284	8.508838473	6.443376737
Olfr986	0	0	0	0	0	0	0
Srsx	0	0	0	0	0	0	0
Gm17546	0	0	0	0	0	0	2.191560993
Psmd10	39.00844602	29.54763928	23.25209672	0	22.29059566	17.16990621	22.46259284
Vmn1r193	0	0	0	0	0	0	0
Csl	0.565623	0.498313997	0.128706329	0	0.128785344	0.273440949	0.24145186
Gm37785	0	0	0	0	0	0	2.899920771
Slamf9	1.999335393	0	0	0	5.365043845	0	2.515435636
Apcs	0	0	0	0	0	0.110052238	0
Tagln2	95.2854956	87.7958655	56.9736063	172.7487877	63.98675611	66.68686995	82.38078263
Cfap45	0	0.894274383	0.094294748	0	1.39580252	0.352547409	1.457438533
Dusp23	19.59743476	18.21384009	13.02292445	0	9.992101024	13.41558162	9.235762105
Nkapl	1.133275896	0	5.75978399	0	1.20369878	0	0.580500459
Olfr54	0	0	0	0	0	0	0
Gm7538	0	0	0	0	0	0	0
Gm17110	1.691770845	1.987154185	6.84464411	0	6.84577509	3.198828123	0.513571752
Gm43372	1.740753687	1.856388656	3.377776169	0	0.917553134	1.842594333	0.907345535
Comt	43.30711249	41.92489498	42.16548412	34.81034403	40.78523879	35.1553558	41.80233525
Capn12	1.905352669	0.258253336	1.82339445	0	4.537088735	0.377902621	1.201266942
Olfr1290	0	0	0	0	0	0	0
Mug-ps1	0	0	0	0	0	0	0
Cp	13.53729665	8.994209502	14.18187522	0.145622609	12.96232072	13.54978821	12.35172854
Gm7415	0	0	0	0	0	0	0
Olfr824	0	0	0	0	0	0	0
Gm5728	0	0	0	0	0	0	0
Gm21405	0	0	0	0	0	0	0
Atp1a4	0	0	0	0	0	0	0
Dlx6os1	0	0	0	0	0	0	0
5830468F06Rik	0	0	0	0	0	0	0
Vis1	0	0	0	0	0	0	0
Gm12504	0	0.047963169	1.437668105	0	0.892512589	0.0842418	0.111572454
Gm12628	0	0	0	0	0	0	0
Rbp1	5.105537207	91.6980185	22.7163089	0	84.05178487	63.14677625	19.28579033
Ankrd66	0	0	0	0	0	0	0
Rab34	12.27666835	15.12134853	17.90130715	0	9.975445981	20.96980873	12.6255036
Unc119	11.99916059	18.34760343	11.15696315	0	7.296306678	6.381037025	6.044163082
Foxn1	0	0	0	0	0	0	0
B020004C17Rik	0	0	0	0	0	0	0
Spag5	1.259222704	0.783906749	14.07628232	0	1.375776508	5.857132428	6.364401915
Supt6	4.521598476	3.691074869	14.90671903	3.563310426	8.83763193	11.88345315	8.239366983
Sh3d2c-ps1	0.152902909	0.1346046	0	0	0	0	0
Uck1	12.68644424	14.49357109	14.89226827	47.66850041	11.07295274	11.96199415	5.987423008
Adgrd2-ps	0	0	0	0	0	0	0
Ppp1r15b	9.911944948	8.257778979	8.696278998	1.468198163	9.106281969	9.713873621	12.00816747
9130213A22Rik	2.621686134	4.542130974	0	0	0	1.892728901	0.059659517
Col20a1	0.463099905	0.598380231	0.590201742	0	1.911491537	1.074667724	1.307414018
Clasp1	0.616039966	0.901800572	1.104830738	2.514101085	0.558103287	1.192475593	1.609770287
Lrrc51	2.102049806	5.892077449	0.49286473	7.482048024	1.449889394	2.167947138	1.631494961
2410137M14Rik	0	0	0	0	0	0	0
Gm12187	0	0	0	0	0	0	0
Olfr857	0	0	0	0	0	0	0
Gm28144	0	0	0	0	0	0	0
AK157302	37.3409698	72.49662366	19.15307396	24.61280941	38.31324755	25.0511137	40.7574939
Olfr809	0	0	0	0	0	0	0
Olfr316	0	0	0	0	0	0	0
RP23-82I13.10	0	0	0	0	0	0.182356182	0
RP24-272N4.2	0	0	0	0	0	0	0
Krtap1-3	0	0	0	0	0	0	0
Gm11555	0	0	0	0	0	0	0
RP24-446A8.2	0	0	0	0	0	0	0
RP23-328I7.6	0	0	0	0	0	0	0
Olfr705	0	0	0	0	0	0	0
Trav6n-7	0	0	0	0	0	0	0
Gm9611	0	0	0	0	0	0	0
Olfr1027-ps1	0	0	0	0	0	0	0
Dnajc7	29.51405025	26.56779059	23.66292192	5.492683773	27.98193569	18.71914973	16.2460173
Gm28365	0	0	0	0	0	0	0
Gm20800	0	0	0	0	0	0	0
Gm28197	0	0	0	0	0	0	0
Gm21753	0	0	0	0	0	0	0
4930533D04Rik	0	0.154419491	0	0	0	0	0
Zfp385c	0.145348151	0	0	0.559777597	1.588104584	0	0
Gm28787	0	0	0	0	0	0	0
Gm29283	0	0	0	0	0	0	0
Gm27217	7.205761999	1.932024925	1.996382029	0	1.711589638	3.271476513	5.135503854
Sgca	0	0	0	0	0	0	0
Irx2	0.952851956	0.551612629	1.363028267	0	1.338505086	2.611200957	1.431756209
Col1a1	0.458283969	0.228185879	6.620411011	0.383647078	6.422070156	20.26738053	0.925410493
Itga3	1.064513645	1.208299692	2.776660688	0.078816775	1.752045934	2.343577768	2.936241838
1700121N20Rik	0	0	0	0	0	0	0
Map1s	11.19316749	6.548921465	12.2270411	5.042574438	9.537362183	16.89139675	29.07981812
Bend4	0.896406911	0.516337009	0.978160164	0	0.837083517	1.20453296	0.682894412
Gm21723	0	0	0	0	0	0	0
Vmn1r186	0	0	0	0	0	0	0
Gm5796	0.532275584	0	0	0	0	0.411737174	0.571276715
Gm16172	2.025917595	0	0	0	0	0	2.35223262
Olfr675	0	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0	0
Atad5	3.569684893	0.026212473	5.104438096	0	1.191718767	1.380600922	3.240658023
Gm29571	0	0	0	0	0	0	0
Gm29306	0	0	0	0	0	0	0
Zbed4-ps1	0	0	0	0	0	0	0
Gm29393	0	0	0	0	0	0	0
Gm29259	0	0	0	0	0	0	0
Gm29672	0	0	0	0	0	0	0
Gm29029	0	0	0	0	0	0	0
Gm28252	0	0	0	0	0	0	0
Agtrap	1.806662191	2.066262357	3.144957459	0	3.174401441	3.604001893	7.317144446
Disp1	0	1.127335296	1.369282414	0	0.204415908	2.379141538	1.686739053
Draxin	0	0.210651559	0.120933015	0	0	0	0
Ppp2r2a	78.56321653	74.60821305	35.18180451	0	86.39705382	54.33529819	47.20595378
Nefl	0.36788508	2.232627008	2.604711091	0	0	0.63237196	1.535517441
Kif19a	1.424844078	0	2.884828641	0	3.041936212	1.273164427	2.667857081
Aldh3a2	17.23686476	18.61943426	11.0956659	0	13.48916346	12.28537023	10.10505278
Adamdec1	0	0	0	0	0	0	0
Gm17552	0	0.879022292	0	0	0	0	0
Gm28342	0	0	0	0	0	0	0
Gm3454	0	0	0	0	0	0	0
Jarid2	0.670806458	1.517493515	1.454982961	0	2.307298497	2.760949801	1.289650573
Pitx1	0	0	0	0	0	0	0.152438428
Gm8600	0	0	0	0	0	0	0
Gm17250	0	0	0	0	0	0	0
Gm28152	0	0	0	0	0	0	0
Gm29314	0	0	0	0	0	0	0
Gm28811	0	0	0	0	0	0	0
Gm28600	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0
Gm28166	0	0	0	0	0	0	0
AC087559.2	0	0	0	0	0	0	0
Fam205a2	0	0	0	0	0	0	0
Gm26519	0	0.162370038	0	0	0	0	0.167841369
C330021F23Rik	6.470481392	8.67413726	6.316933196	5.778242052	9.334900089	0.531931826	5.230647773
Tacc1	4.183451363	4.824251595	3.105424625	35.47199029	4.184930558	4.846996305	5.800481308
Gm14850	0	0	0	0	0	0	0
RP24-467O4.4	0.326796967	0	6.693795942	0	1.785326325	1.20080219	4.35274066
RP23-191I2.3	0	0	0	0	0	0	0
RP23-115M13.4	0	0	0	0	0	0	0
AW047730	27.41519609	39.89927952	15.31967053	0	26.33778399	17.51670937	25.58427828
Gm26520	0	0	0	0	0.530346013	0	0
RP23-480I16.2	0	0	0	0	0	0.075881926	0
RP23-392K24.8	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0
Vmn1r181	0	0	0	0	0	0	0
Gm6763	0	0	0	0	0	0	0
Gm17575	0	0	0	0	0	0	0
D630011A20Rik	0	0	0	0	0	0	0
Gm26521	0.124743492	0	2.725464266	0	1.02225934	0.289510484	0.639045159
Gm26522	2.043563371	0	0	490.6770115	5.015589873	0.274882888	2.670121647
Lmntd1	0	0	0	0	0	0.074643897	0
Zfp647	5.584868054	1.286749788	0.234676312	0	0.93881969	7.709551664	7.100871841
Sntb2	2.06165319	6.109064051	1.734561658	0	1.365130823	1.812178137	5.675143803
Nkx6-2	3.826440884	0.441436125	33.4638991	0	15.3457137	6.58907969	2.302343956
Gtf3c3	9.764355159	8.895392253	3.452779986	0	4.666803575	3.865640117	6.634096176
Cftr	0	0	0.920695769	0	0.330575311	0	0
Rnf17	0.08052274	0	0	0	0	0.705821431	0.659903441
Gm14308	0	0	0	0	0	0	0
Tnfsf11	0	0	0	0	0	0	0
Epsti1	0	0	0.048833431	0	0.683887889	0.124497929	2.088849154
Gm14711	0	0	0	0	0	0	0
Akap11	4.950792516	2.599080635	5.17488737	0.110875583	8.150343454	5.165378493	6.851298848
Tsc22d1	22.49976762	48.11867181	23.44558356	0.051087382	46.87581207	30.53501979	35.86192971
Dnajc15	40.08395121	82.26919778	39.20592286	0	50.86068367	54.42450627	44.12448403
Enox1	1.818449809	5.746107681	4.318260087	0	3.59921041	0.15287657	4.158006092
Tdrd3	5.265148681	11.20770466	9.527102367	0	6.809138604	5.884576167	8.102287143
Rgcc	870.8099601	743.1406928	661.3173851	0	748.7292721	607.2264603	924.429047
Olfr307	0	0	0	0	0	0	0
Cdca7	0.941377646	0.027636284	0	0	2.171304467	2.961190872	3.879184148
Prpsap2	6.411537588	26.54251153	6.011990999	0	14.48417573	13.49857898	12.77518655
Myo19	1.776137916	1.600244624	1.690322706	0	1.61714194	1.082443418	1.681806138
Znhit3	15.66605851	12.02387602	19.06663163	0.330663434	14.30265813	7.071531613	22.71915296
Ppm1d	4.92243196	9.738516222	8.126399015	0	7.824100377	14.06863844	15.32863548
Gria1	3.516000901	0.264047085	6.737089851	0.088811481	1.511404105	3.691630526	2.582540221
Fam114a2	19.16381314	23.09432076	10.65739082	0	13.63911029	18.55544906	15.96949644
Mfap3	17.28152651	8.369279455	15.14317553	0	13.27483357	16.4169253	9.852328522
Rnft1	28.14043257	29.24168102	9.301207523	161.8065936	26.84127668	13.15091083	19.12472987
Galnt10	4.824901656	10.05183556	5.480291518	0	5.698970645	9.632919012	8.698750214
Olfr907	0	0	0	0	0	0	0
Cyp2a22	0	0	0	0	0	0.023965177	0
Gm17102	2.59236083	1.209037648	1.249400962	0	1.110738342	1.061642263	0
Gm20777	0	0	0	0	0	0	0
Gm21973	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0
Cphx3	0	0	0	0	0	0	0
Gm15308	0	0	0	0	0	0	0
Olfr53	0	0	0	0	0	0	0
Hp1bp3	16.55267526	22.25027788	12.18975776	4.493809936	10.86402269	15.42416157	17.62357223
Pard3b	0.009322468	0.861931255	1.119681293	0	0	0.713571459	0.133654676
Lypd8	0	0	0	0	0	0	0
Sh3bp5l	2.06336755	3.286692187	0.89546922	0	1.61652091	1.512530918	2.25322855
Igkv1-131	0	0	0	0	0	0	0
Vmn1r37	0	0	0	0	0	0	0
Pde8a	1.313692992	0.254032493	2.82923795	0	2.625525251	3.668090528	0.984799417
Ldoc1	0	0	0	0	0	0	0
Gnai1	24.72365872	39.01813451	9.588163293	0.169676049	24.07526536	9.647279283	11.31778595
Stil	1.545665816	0.944076086	5.215387718	0	0.450326196	2.773775048	1.43574607
Cmpk1	38.21876397	70.08788705	13.26295278	3.593260298	58.81236712	24.34414666	23.87315319
Gm20730	0	0	0	0	0	0	0
Atpaf1	1.994091999	1.003820155	1.055796851	0	1.96379677	0.645315931	1.223000376
Nptx1	0.370766623	0.186640895	1.85629046	0	2.218307733	0.594070369	2.134377684
Cyp4a31	0	0	0	0	0	0	0
Cyp4b1	0	0	0	0	0	0	0
Cyp4a14	0	0	0	0	0	0	0
Pdzk1ip1	0	0	0	0	2.939238878	0.850073896	0.516037678
Pla2g2e	0	0	0	0	0	0	0
Gm36943	0	0	0	0	0	0	0
Gm9113	0	0	0	0	0	0	0
Gm36944	0.200294915	0	0.683782179	0	0.273534751	0.077463373	0
Gm36945	0	0	0	0	0	0	0
Gm36946	0	0	0	0	0	0	0
Gm36947	0	0	0	0	0	0	0
Rft1	4.720292626	3.270604057	7.84551181	0	3.718263665	4.020446563	2.771191861
1700003H04Rik	0	0	0	0	0	0	0
Mogat2	0	0	0	0	0	0	0
Acot4	1.301675283	1.392432658	0	0	0	0.3595924	0
Gm20775	0.895722656	0.920608311	1.019208554	0	1.902906503	1.270199174	0.305895655
Tbc1d19	34.75569305	26.97247414	23.0374123	0	16.55173009	20.68570452	17.93852164
Tekt5	0	1.950824985	0	0	0	0.960906721	0
Gm10217	0	0	0	0	0	0	0
Syngap1	0.041863367	0	0.127015083	0.322427794	0	0.010791832	0.285898814
Ccdc172	0	0	0	0	0	0	0
Pnliprp2	0	0	0	0	0	0	0
Hspa12a	0	0	0.81169613	0	0.526598084	1.043905006	0.082294947
Ccdc96	0	0.71295577	0	0	0	0	0
Psmd6	109.186194	88.93147037	49.33118241	0	71.29937922	67.30426495	69.93003263
Mrps30	24.24348448	30.92586812	15.42458753	0	21.67757552	15.99690722	26.88517088
Hcn1	0	0	0	0	0	0	0
Slc4a7	5.572083647	4.925196317	3.761686106	0	1.906734666	3.543525179	1.941195517
Fgf10	0	0	0	0	0	0	0
Atxn7	1.83624068	0.533292987	4.059456498	12.35587161	2.976264442	1.951030463	2.136198771
Olfr894	0	0	0	0	0	0	0
Pawr	15.79640842	2.064080768	20.15892467	0	11.56081237	10.64024895	10.58254881
9230105E05Rik	0	0	0.055887148	0	0	0	0
4930580E04Rik	0	0	0	0	0	1.084241224	0
Zhx3	3.699611725	2.521023421	2.035921599	0	1.396656848	3.469936167	4.252509028
4930463O16Rik	0	0	0	0	0	0	0
AI182371	0	0	1.009229192	0	0.576852144	0.122499873	0.432719035
Gm33050	0	0	0	0	0	0	0
Gm43375	0	0	0	0	0	0	0
Gm34086	0	0	0	0	0	0	0
Hykk	0.04593948	0.331840026	0.844712039	0	0.702658765	0.739096224	0.395331788
Gm43447	0	0	0	0	0	0	0
Rsph14	0	0	0	0	0.771491568	0	0
Rhpn1	4.588477768	4.81408483	2.707656254	0	2.897112119	4.815575729	3.669398772
4933411O13Rik	1.507659484	0.106280078	0.109773971	0	0	0.793031452	1.276862397
Ly6i	0	0	1.440422319	0	0	0	0
Gm37133	0	0	0	0	0	0	0
Gm37134	0	0	0	0	0	0	0
A630052C17Rik	4.640907582	4.640902533	5.880286792	0	0	4.317483162	3.169772682
Gm4027	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0
Fbxo31	4.069719806	5.975359501	6.383469179	0.080352631	2.052200804	6.408966283	4.29062357
Gm15499	0	0	0	0	0	0	0
Gm15589	0	0	0	0	0	0	0
Man2c1os	0.56074469	0.45599698	1.060178132	3.986944526	0.471315036	1.101064004	1.207923774
Iqcb1	11.92506879	11.66343531	2.735236159	0.072303169	11.01136841	7.321254313	6.99048189
Mylk	0	0	0.840489699	0	0.341140914	3.043078924	0
Gm16602	0	0	0	0	0	0	0
Trgv2	0	0	0	0	0	0	0.192101213
Ccdc14	1.110123014	6.342022096	1.868021966	0	0.612600682	1.873552894	1.976000714
Ropn1	1.591154161	0	0	0	0	0	0
Hcls1	0	0.087084284	0	34.44436002	0	0.993770229	1.822506172
Tcrg-V3	0	0	0	0	0	0	0
Trav2	0	0	0	0	0	0	0
Trav1	0	0	0	0	0	0	0
Myl6b	0	0	0	0	0	0.520763756	1.103728766
Trub2	2.145706079	2.353904439	0.896772977	4.001779843	1.646435114	2.087709463	3.152266837
Gm14291	0	0	0	0	0	0	0.117315542
Gm12688	0	0	0	0	0	0	0
Gm15328	0	0	0	0	0	0	0
Wdr70	11.04779362	8.20473383	13.44813326	0	11.22833651	8.346872245	16.0565621
Gm15323	0	0	0	0	0	0	0
Gm12531	3.240423041	0.389307267	2.681670267	0	3.755095882	2.734392448	1.609602051
Spata5	5.471975569	3.167764884	3.923938044	0	1.098110785	1.934919948	2.91363335
Ccnd1	84.93169361	102.6901739	60.34545846	4.676233019	87.54719685	107.783864	108.6207924
Hnrnph3	16.67182954	10.37300816	12.87245951	0.317869377	20.79019597	23.98297037	17.13680929
Gm10287	0	0	0	0	0	0.013173166	0
Sirt1	3.317975151	0.242614754	0.919247018	0	2.411972219	1.288327329	1.522737353
Mybpc1	0	0.043518795	0.022474725	0	0.089954088	0.095496624	0.033733265
Sox11	9.326034181	6.648760831	7.475644924	0	5.600234586	3.471896254	7.879847145
Mypn	0	0	0	0	0	0	0.017979736
Herc4	9.866227335	10.81157056	13.89442385	57.19295069	6.38511418	9.094180174	9.438853885
Hsf5	0	0	2.450065639	0	0.181501293	0.436949268	0
Glis3	0	0	0	0	0	0	0.030517846
Pramef12	0	0	0	0	0	0.039028752	0.10338178
Pdilt	0	0	0	0	0	0	0
C030017D09Rik	0	0	0	0	0	0	0
Umod	0	0	0	0	0	0	0
Mettl10	20.00304287	15.98334784	8.299307922	0	13.79348023	9.508138704	22.77031828
Trim21	4.530717095	3.991326585	2.084832859	0	3.082495362	4.659914482	0.680101608
Zranb1	5.034472445	7.89667311	4.806480899	5.20179724	10.54643676	3.846746571	6.136314379
Fam175b	2.582701738	1.601953459	2.998792691	0	5.158907519	3.169911641	2.997008651
Sars2	13.81619447	21.02901321	19.55680557	0	9.352110804	16.17035858	12.9937212
Slitrk3	4.307516206	5.878070937	3.536732443	0	2.706870516	2.338879024	4.384244306
Angptl2	0	0.329474019	0	0	1.901218441	1.759867305	0.32994493
Utp3	32.65331635	40.04812427	32.88997846	0	29.18961239	23.81448009	41.82421244
5830473C10Rik	0	0	0	0	0	0	0
Runx3	0	0	0.299182444	0	0	0	0
Ppan	2.309264622	1.445474761	8.380958357	0	7.746212328	8.132187023	5.914674968
Olfr1437	0	0	0	0	0	0	0
Gm4944	3.227557578	1.471538744	2.525700846	0	3.660354843	1.905265156	1.469620253
Fuk	0	0.98310048	0	19.27026596	0	4.538775035	0.344207688
Acbd6	8.380689058	4.950091765	7.498221271	0	8.458885323	2.938773251	6.956088359
Lrrc24	5.903559565	1.539007306	2.851540852	0	4.223273097	5.125656574	1.954372597
Smyd5	3.769393363	4.136238727	1.354458411	0	1.143981521	0.191816708	3.568195891
Stard9	1.315528815	0.326519587	2.585150825	0.763956602	0.693940329	1.938245593	3.301674804
Papl	0	0	0	0	0	0	0
4930427A07Rik	1.195360622	1.821499919	4.631990316	0	0.235316015	3.885949206	6.630824288
Klf10	0	3.797301822	13.299756	1301.106402	35.85824706	25.44522674	5.609211102
Fbxo27	2.615133215	0	0	0	0.701789189	2.810685799	1.692151857
Ints7	1.381234726	2.035374685	0.960157337	0	1.760624711	4.069662407	2.830181056
Gm36949	0	0	0	0	0	0	0
Gm36950	0	0	0	0	0	0	0
Gm36951	0	1.041843726	2.574383496	0	0	0	0
4921511E07Rik	0	0	0	0	0	0	0
Gm36952	0	0.839392886	1.700041223	0	0.347027724	0.294816169	0.780957257
Gm36954	0	0	0	0	0	0	0
Gm36955	0	0	0.984384627	0	0	1.093820022	1.193075187
Lelp1	0	0	0	0	0	0	0
Sprr2j-ps	0	0	0	0	0	0	0
Lce1b	0	0	0	0	0	0	0
